"","trip_id","trip_start","trip_end","individual"
"756","1104448",2014-02-21 00:01:00,2014-02-25 23:59:00,35
"757","1104449",2014-03-09 00:01:00,2014-03-12 23:59:00,35
"758","1104450",2014-03-18 00:01:00,2014-03-22 23:59:00,35
"759","1104451",2014-03-31 00:01:00,2014-04-03 23:59:00,35
"760","1104452",2014-04-06 00:01:00,2014-04-10 23:59:00,35
"761","1104453",2014-04-29 00:01:00,2014-05-03 23:59:00,35
"762","1104454",2014-05-06 00:01:00,2014-05-10 23:59:00,35
"763","1104455",2014-05-15 00:01:00,2014-05-19 23:59:00,35
"764","1104456",2014-05-25 00:01:00,2014-05-29 23:59:00,35
"765","1104457",2014-06-11 00:01:00,2014-06-14 23:59:00,35
"766","1104458",2014-06-18 00:01:00,2014-06-22 23:59:00,35
"767","1104459",2014-06-26 00:01:00,2014-07-01 23:59:00,35
"768","1104460",2014-07-02 00:01:00,2014-07-06 23:59:00,35
"769","1104461",2014-07-11 00:01:00,2014-07-15 23:59:00,35
"770","1104462",2014-07-19 00:01:00,2014-07-22 23:59:00,35
"771","1104463",2014-07-27 00:01:00,2014-07-31 23:59:00,35
"772","1104464",2014-08-03 00:01:00,2014-08-07 23:59:00,35
"773","1104465",2014-08-13 00:01:00,2014-08-17 23:59:00,35
"774","1104466",2014-08-23 00:01:00,2014-08-28 23:59:00,35
"775","1104467",2014-09-03 00:01:00,2014-09-08 23:59:00,35
"776","1104468",2014-09-11 00:01:00,2014-09-15 23:59:00,35
"777","1104469",2014-09-20 00:01:00,2014-09-23 23:59:00,35
"778","1104470",2014-09-30 00:01:00,2014-10-04 23:59:00,35
"779","1104471",2014-10-09 00:01:00,2014-10-13 23:59:00,35
"780","1104472",2014-10-29 00:01:00,2014-11-02 22:59:00,35
"781","1104473",2014-11-07 00:01:00,2014-11-09 23:59:00,35
"782","1104474",2014-11-15 00:01:00,2014-11-18 23:59:00,35
"783","1104475",2014-11-30 00:01:00,2014-12-04 23:59:00,35
"784","1104476",2014-12-12 00:01:00,2014-12-14 23:59:00,35
"785","1104477",2014-12-22 00:01:00,2014-12-24 23:59:00,35
"786","1104478",2014-01-13 00:01:00,2014-01-14 23:59:00,36
"787","1104479",2014-01-20 00:01:00,2014-01-22 23:59:00,36
"788","1104480",2014-01-30 00:01:00,2014-02-01 23:59:00,36
"789","1104481",2014-02-09 00:01:00,2014-02-10 23:59:00,36
"790","1104482",2014-02-23 00:01:00,2014-02-25 23:59:00,36
"791","1104483",2014-03-12 00:01:00,2014-03-14 23:59:00,36
"792","1104484",2014-11-29 00:01:00,2014-11-29 23:59:00,36
"793","1104485",2014-12-13 00:01:00,2014-12-14 23:59:00,36
"794","1104486",2014-12-17 00:01:00,2014-12-17 23:59:00,36
"795","1104487",2014-12-27 00:01:00,2014-12-28 23:59:00,36
"796","1104488",2014-01-04 00:01:00,2014-01-07 23:59:00,11
"797","1104489",2014-01-15 00:01:00,2014-01-18 23:59:00,11
"798","1104490",2014-01-24 00:01:00,2014-01-25 23:59:00,11
"799","1104491",2014-02-05 00:01:00,2014-02-06 23:59:00,11
"800","1104492",2014-02-23 00:01:00,2014-02-26 23:59:00,11
"801","1104493",2014-03-13 00:01:00,2014-03-14 23:59:00,11
"802","1104494",2014-11-15 00:01:00,2014-11-18 23:59:00,11
"803","1105422",2014-06-26 00:01:00,2014-06-27 23:59:00,37
"804","1105423",2014-06-27 00:01:00,2014-06-27 23:59:00,37
"805","1105424",2014-06-28 00:01:00,2014-06-30 23:59:00,37
"806","1105425",2014-07-02 00:01:00,2014-07-04 23:59:00,37
"807","1105426",2014-07-04 00:01:00,2014-07-06 23:59:00,37
"808","1105427",2014-07-06 00:01:00,2014-07-07 23:59:00,37
"809","1105428",2014-07-07 00:01:00,2014-07-08 23:59:00,37
"810","1105429",2014-07-09 00:01:00,2014-07-11 23:59:00,37
"811","1105430",2014-07-11 00:01:00,2014-07-13 23:59:00,37
"812","1105431",2014-07-13 00:01:00,2014-07-15 23:59:00,37
"813","1105432",2014-07-15 00:01:00,2014-07-17 23:59:00,37
"814","1105433",2014-07-17 00:01:00,2014-07-18 23:59:00,37
"815","1105434",2014-07-19 00:01:00,2014-07-19 23:59:00,37
"816","1105435",2014-07-20 00:01:00,2014-07-20 23:59:00,37
"817","1105436",2014-07-21 00:01:00,2014-07-23 23:59:00,37
"818","1105437",2014-07-23 00:01:00,2014-07-25 23:59:00,37
"819","1105438",2014-08-11 00:01:00,2014-08-13 23:59:00,37
"820","1105439",2014-08-13 00:01:00,2014-08-15 23:59:00,37
"821","1105440",2014-08-15 00:01:00,2014-08-17 23:59:00,37
"822","1105441",2014-08-17 00:01:00,2014-08-19 23:59:00,37
"823","1105442",2014-08-19 00:01:00,2014-08-20 23:59:00,37
"824","1105443",2014-08-21 00:01:00,2014-08-22 23:59:00,37
"825","1105444",2014-08-22 00:01:00,2014-08-24 23:59:00,37
"826","1105445",2014-08-24 00:01:00,2014-08-26 23:59:00,37
"827","1105446",2014-08-26 00:01:00,2014-08-27 23:59:00,37
"828","1105447",2014-08-28 00:01:00,2014-08-29 23:59:00,37
"829","1105448",2014-08-30 00:01:00,2014-08-31 23:59:00,37
"830","1105449",2014-08-31 00:01:00,2014-09-01 23:59:00,37
"831","1105450",2014-09-01 00:01:00,2014-09-03 23:59:00,37
"832","1105451",2014-09-03 00:01:00,2014-09-04 23:59:00,37
"833","1105452",2014-09-05 00:01:00,2014-09-06 23:59:00,37
"834","1105453",2014-09-06 00:01:00,2014-09-07 23:59:00,37
"835","1105454",2014-09-08 00:01:00,2014-09-08 23:59:00,37
"836","1105455",2014-09-09 00:01:00,2014-09-09 23:59:00,37
"837","1105456",2014-09-10 00:01:00,2014-09-12 23:59:00,37
"838","1105457",2014-09-12 00:01:00,2014-09-12 23:59:00,37
"839","1105458",2014-09-13 00:01:00,2014-09-15 23:59:00,37
"840","1105459",2014-09-15 00:01:00,2014-09-16 23:59:00,37
"841","1105460",2014-09-17 00:01:00,2014-09-19 23:59:00,37
"842","1105461",2014-09-20 00:01:00,2014-09-20 23:59:00,37
"843","1105462",2014-09-21 00:01:00,2014-09-21 23:59:00,37
"844","1105463",2014-09-22 00:01:00,2014-09-22 23:59:00,37
"845","1105465",2014-09-29 00:01:00,2014-10-01 23:59:00,37
"846","1105466",2014-10-01 00:01:00,2014-10-02 23:59:00,37
"847","1105467",2014-10-03 00:01:00,2014-10-03 23:59:00,37
"848","1105468",2014-10-04 00:01:00,2014-10-05 23:59:00,37
"849","1105469",2014-10-07 00:01:00,2014-10-08 23:59:00,37
"850","1105470",2014-10-09 00:01:00,2014-10-09 23:59:00,37
"851","1105471",2014-10-10 00:01:00,2014-10-10 23:59:00,37
"852","1105472",2014-02-09 00:01:00,2014-02-10 23:59:00,38
"853","1105473",2014-02-20 00:01:00,2014-02-21 23:59:00,38
"854","1105474",2014-02-21 00:01:00,2014-02-22 23:59:00,38
"855","1105475",2014-02-26 00:01:00,2014-03-01 23:59:00,38
"856","1105476",2014-03-03 00:01:00,2014-03-05 23:59:00,38
"857","1105477",2014-03-10 00:01:00,2014-03-12 23:59:00,38
"858","1105478",2014-03-17 00:01:00,2014-03-20 23:59:00,38
"859","1105479",2014-11-01 00:01:00,2014-11-02 22:59:00,38
"860","1105480",2014-11-07 00:01:00,2014-11-07 23:59:00,38
"861","1105481",2014-02-24 00:01:00,2014-02-27 23:59:00,39
"862","1105482",2014-03-07 00:01:00,2014-03-08 23:59:00,39
"863","1105483",2014-03-11 00:01:00,2014-03-14 23:59:00,39
"864","1105484",2014-03-17 00:01:00,2014-03-21 23:59:00,39
"865","1105485",2014-03-23 00:01:00,2014-03-27 23:59:00,39
"866","1105486",2014-03-31 00:01:00,2014-04-03 23:59:00,39
"867","1105487",2014-12-16 00:01:00,2014-12-18 23:59:00,39
"868","1105488",2014-12-21 00:01:00,2014-12-24 23:59:00,39
"869","1105489",2014-12-27 00:01:00,2014-12-31 23:59:00,39
"870","1108628",2014-01-14 00:01:00,2014-01-14 23:59:00,40
"871","1108629",2014-01-15 00:01:00,2014-01-15 23:59:00,40
"872","1108630",2014-05-29 00:01:00,2014-05-30 23:59:00,40
"873","1108631",2014-11-13 00:01:00,2014-11-17 23:59:00,41
"874","1108632",2014-12-13 00:01:00,2014-12-14 23:59:00,41
"875","1108633",2014-12-02 00:01:00,2014-12-05 23:59:00,41
"876","1108634",2014-03-06 00:01:00,2014-03-06 23:59:00,42
"877","1108635",2014-03-13 00:01:00,2014-03-13 23:59:00,42
"878","1108636",2014-07-01 00:01:00,2014-07-01 23:59:00,42
"879","1108637",2014-12-29 00:01:00,2014-12-29 23:59:00,43
"880","1108638",2014-12-24 00:01:00,2014-12-24 23:59:00,43
"881","1108639",2014-12-22 00:01:00,2014-12-22 23:59:00,43
"882","1108640",2014-12-10 00:01:00,2014-12-10 23:59:00,43
"883","1108641",2014-12-29 00:01:00,2014-12-29 23:59:00,44
"884","1108642",2014-12-06 00:01:00,2014-12-06 23:59:00,43
"885","1108643",2014-12-07 00:01:00,2014-12-07 23:59:00,43
"886","1108644",2014-11-03 00:01:00,2014-11-03 23:59:00,43
"887","1108645",2014-11-05 00:01:00,2014-11-05 23:59:00,43
"888","1108646",2014-11-06 00:01:00,2014-11-06 23:59:00,43
"889","1108647",2014-11-07 00:01:00,2014-11-07 23:59:00,43
"890","1108648",2014-11-08 00:01:00,2014-11-08 23:59:00,43
"891","1108649",2014-11-09 00:01:00,2014-11-09 23:59:00,43
"892","1108650",2014-11-11 00:01:00,2014-11-11 23:59:00,43
"893","1108651",2014-11-12 00:01:00,2014-11-12 23:59:00,43
"894","1108652",2014-11-14 00:01:00,2014-11-14 23:59:00,43
"895","1108653",2014-08-01 00:01:00,2014-08-01 23:59:00,45
"896","1108654",2014-07-31 00:01:00,2014-07-31 23:59:00,45
"897","1108655",2014-09-05 00:01:00,2014-09-05 23:59:00,45
"898","1108656",2014-11-17 00:01:00,2014-11-17 23:59:00,43
"899","1108657",2014-11-18 00:01:00,2014-11-18 23:59:00,43
"900","1108659",2014-11-20 00:01:00,2014-11-20 23:59:00,43
"901","1108660",2014-11-21 00:01:00,2014-11-21 23:59:00,43
"902","1108661",2014-01-09 00:01:00,2014-01-09 23:59:00,46
"903","1108662",2014-01-10 00:01:00,2014-01-10 23:59:00,46
"904","1108663",2014-01-11 00:01:00,2014-01-11 23:59:00,46
"905","1108664",2014-01-12 00:01:00,2014-01-12 23:59:00,46
"906","1108665",2014-01-13 00:01:00,2014-01-13 23:59:00,46
"907","1108666",2014-01-14 00:01:00,2014-01-14 23:59:00,46
"908","1108667",2014-01-19 00:01:00,2014-01-20 23:59:00,46
"909","1108668",2014-01-21 00:01:00,2014-01-21 23:59:00,46
"910","1108669",2014-01-22 00:01:00,2014-01-22 23:59:00,46
"911","1108670",2014-01-23 00:01:00,2014-01-23 23:59:00,46
"912","1108671",2014-01-24 00:01:00,2014-01-24 23:59:00,46
"913","1108672",2014-01-25 00:01:00,2014-01-25 23:59:00,46
"914","1108673",2014-01-26 00:01:00,2014-01-26 23:59:00,46
"915","1108674",2014-10-05 00:01:00,2014-10-07 23:59:00,47
"916","1108675",2014-10-07 00:01:00,2014-10-10 23:59:00,48
"917","1108676",2014-10-03 00:01:00,2014-10-05 23:59:00,49
"918","1108677",2014-10-09 00:01:00,2014-10-11 23:59:00,49
"919","1108678",2014-12-04 00:01:00,2014-12-04 23:59:00,45
"920","1108679",2014-12-05 00:01:00,2014-12-05 23:59:00,45
"921","1108680",2014-12-30 00:01:00,2014-12-30 23:59:00,45
"922","1108681",2014-12-19 00:01:00,2014-12-19 23:59:00,45
"923","1108682",2014-12-26 00:01:00,2014-12-26 23:59:00,45
"924","1108683",2014-12-24 00:01:00,2014-12-24 23:59:00,45
"925","1108684",2014-12-09 00:01:00,2014-12-09 23:59:00,45
"926","1108685",2014-12-10 00:01:00,2014-12-10 23:59:00,45
"927","1108686",2014-12-18 00:01:00,2014-12-18 23:59:00,45
"928","1108687",2014-12-29 00:01:00,2014-12-29 23:59:00,50
"929","1108688",2014-12-28 00:01:00,2014-12-28 23:59:00,50
"930","1108689",2014-12-26 00:01:00,2014-12-26 23:59:00,50
"931","1108690",2014-12-24 00:01:00,2014-12-24 23:59:00,50
"932","1108691",2014-11-03 00:01:00,2014-11-03 23:59:00,51
"933","1108692",2014-11-04 00:01:00,2014-11-04 23:59:00,51
"934","1108693",2014-11-06 00:01:00,2014-11-06 23:59:00,51
"935","1108694",2014-11-08 00:01:00,2014-11-08 23:59:00,51
"936","1108695",2014-11-13 00:01:00,2014-11-13 23:59:00,51
"937","1108696",2014-11-14 00:01:00,2014-11-14 23:59:00,51
"938","1108697",2014-11-15 00:01:00,2014-11-15 23:59:00,51
"939","1105490",2014-01-21 00:01:00,2014-01-23 23:59:00,52
"940","1105491",2014-02-01 00:01:00,2014-02-03 23:59:00,52
"941","1105492",2014-02-08 00:01:00,2014-02-10 23:59:00,52
"942","1105493",2014-02-20 00:01:00,2014-02-23 23:59:00,52
"943","1105494",2014-02-25 00:01:00,2014-02-27 23:59:00,52
"944","1105495",2014-03-03 00:01:00,2014-03-04 23:59:00,52
"945","1105496",2014-03-10 00:01:00,2014-03-12 23:59:00,52
"946","1105497",2014-03-18 00:01:00,2014-03-20 23:59:00,52
"947","1105498",2014-10-29 00:01:00,2014-11-01 23:59:00,52
"948","1105499",2014-11-04 00:01:00,2014-11-05 23:59:00,52
"949","1105500",2014-11-10 00:01:00,2014-11-12 23:59:00,52
"950","1105501",2014-06-28 00:01:00,2014-06-29 23:59:00,53
"951","1105502",2014-07-01 00:01:00,2014-07-01 23:59:00,53
"952","1105503",2014-07-03 00:01:00,2014-07-04 23:59:00,53
"953","1105504",2014-07-05 00:01:00,2014-07-06 23:59:00,53
"954","1105505",2014-07-06 00:01:00,2014-07-08 23:59:00,53
"955","1105506",2014-07-09 00:01:00,2014-07-10 23:59:00,53
"956","1105507",2014-07-11 00:01:00,2014-07-13 23:59:00,53
"957","1105508",2014-07-13 00:01:00,2014-07-14 23:59:00,53
"958","1105509",2014-07-15 00:01:00,2014-07-16 23:59:00,53
"959","1105510",2014-07-16 00:01:00,2014-07-18 23:59:00,53
"960","1105511",2014-07-18 00:01:00,2014-07-19 23:59:00,53
"961","1105512",2014-07-19 00:01:00,2014-07-21 23:59:00,53
"962","1105513",2014-07-21 00:01:00,2014-07-22 23:59:00,53
"963","1105514",2014-07-22 00:01:00,2014-07-23 23:59:00,53
"964","1105515",2014-07-23 00:01:00,2014-07-24 23:59:00,53
"965","1105516",2014-07-24 00:01:00,2014-07-25 23:59:00,53
"966","1105517",2014-07-26 00:01:00,2014-07-27 23:59:00,53
"967","1105518",2014-07-27 00:01:00,2014-07-28 23:59:00,53
"968","1105519",2014-07-30 00:01:00,2014-07-31 23:59:00,53
"969","1105520",2014-08-01 00:01:00,2014-08-01 23:59:00,53
"970","1105521",2014-08-03 00:01:00,2014-08-03 23:59:00,53
"971","1105522",2014-08-04 00:01:00,2014-08-05 23:59:00,53
"972","1105523",2014-08-06 00:01:00,2014-08-07 23:59:00,53
"973","1105524",2014-08-08 00:01:00,2014-08-09 23:59:00,53
"974","1105525",2014-08-10 00:01:00,2014-08-11 23:59:00,53
"975","1105526",2014-08-12 00:01:00,2014-08-13 23:59:00,53
"976","1105527",2014-08-13 00:01:00,2014-08-14 23:59:00,53
"977","1105528",2014-08-15 00:01:00,2014-08-16 23:59:00,53
"978","1105529",2014-08-16 00:01:00,2014-08-17 23:59:00,53
"979","1105530",2014-08-17 00:01:00,2014-08-18 23:59:00,53
"980","1105531",2014-08-18 00:01:00,2014-08-19 23:59:00,53
"981","1105532",2014-08-20 00:01:00,2014-08-21 23:59:00,53
"982","1105533",2014-08-21 00:01:00,2014-08-22 23:59:00,53
"983","1105534",2014-08-22 00:01:00,2014-08-23 23:59:00,53
"984","1105535",2014-08-23 00:01:00,2014-08-24 23:59:00,53
"985","1105536",2014-08-24 00:01:00,2014-08-25 23:59:00,53
"986","1105537",2014-08-25 00:01:00,2014-08-26 23:59:00,53
"987","1105538",2014-08-27 00:01:00,2014-08-28 23:59:00,53
"988","1105539",2014-08-28 00:01:00,2014-08-29 23:59:00,53
"989","1105540",2014-08-29 00:01:00,2014-08-30 23:59:00,53
"990","1105541",2014-08-30 00:01:00,2014-08-31 23:59:00,53
"991","1105542",2014-08-31 00:01:00,2014-09-01 23:59:00,53
"992","1105543",2014-09-01 00:01:00,2014-09-02 23:59:00,53
"993","1105544",2014-09-03 00:01:00,2014-09-04 23:59:00,53
"994","1105545",2014-09-04 00:01:00,2014-09-05 23:59:00,53
"995","1105546",2014-09-06 00:01:00,2014-09-06 23:59:00,53
"996","1105547",2014-09-06 00:01:00,2014-09-07 23:59:00,53
"997","1105548",2014-09-07 00:01:00,2014-09-08 23:59:00,53
"998","1105549",2014-09-11 00:01:00,2014-09-12 23:59:00,53
"999","1105550",2014-09-12 00:01:00,2014-09-13 23:59:00,53
"1000","1105551",2014-09-13 00:01:00,2014-09-14 23:59:00,53
"1001","1105552",2014-09-14 00:01:00,2014-09-15 23:59:00,53
"1002","1105553",2014-09-15 00:01:00,2014-09-16 23:59:00,53
"1003","1105554",2014-09-17 00:01:00,2014-09-18 23:59:00,53
"1004","1105555",2014-09-18 00:01:00,2014-09-19 23:59:00,53
"1005","1105556",2014-09-19 00:01:00,2014-09-20 23:59:00,53
"1006","1105557",2014-09-20 00:01:00,2014-09-21 23:59:00,53
"1007","1108698",2014-11-17 00:01:00,2014-11-17 23:59:00,51
"1008","1108699",2014-11-09 00:01:00,2014-11-09 23:59:00,54
"1009","1108700",2014-11-10 00:01:00,2014-11-10 23:59:00,54
"1010","1108701",2014-11-11 00:01:00,2014-11-11 23:59:00,54
"1011","1108702",2014-11-14 00:01:00,2014-11-14 23:59:00,54
"1012","1108703",2014-11-15 00:01:00,2014-11-15 23:59:00,54
"1013","1108704",2014-11-16 00:01:00,2014-11-16 23:59:00,54
"1014","1108705",2014-11-17 00:01:00,2014-11-17 23:59:00,54
"1015","1108706",2014-11-18 00:01:00,2014-11-18 23:59:00,54
"1016","1108707",2014-11-19 00:01:00,2014-11-19 23:59:00,54
"1017","1108708",2014-11-22 00:01:00,2014-11-22 23:59:00,54
"1018","1108709",2014-11-23 00:01:00,2014-11-23 23:59:00,54
"1019","1108710",2014-11-24 00:01:00,2014-11-24 23:59:00,54
"1020","1108711",2014-11-26 00:01:00,2014-11-26 23:59:00,54
"1021","1108712",2014-12-05 00:01:00,2014-12-05 23:59:00,50
"1022","1108713",2014-10-06 00:01:00,2014-10-09 23:59:00,55
"1023","1108714",2014-11-02 00:01:00,2014-11-05 23:59:00,48
"1024","1108715",2014-11-08 00:01:00,2014-11-10 23:59:00,48
"1025","1108716",2014-11-15 00:01:00,2014-11-17 23:59:00,48
"1026","1108717",2014-10-23 00:01:00,2014-10-24 23:59:00,56
"1027","1108718",2014-11-04 00:01:00,2014-11-07 23:59:00,57
"1028","1108719",2014-07-06 00:01:00,2014-07-06 23:59:00,58
"1029","1108720",2014-07-09 00:01:00,2014-07-09 23:59:00,58
"1030","1108721",2014-07-10 00:01:00,2014-07-10 23:59:00,58
"1031","1108722",2014-07-02 00:01:00,2014-07-02 23:59:00,59
"1032","1108723",2014-07-06 00:01:00,2014-07-06 23:59:00,59
"1033","1108724",2014-07-07 00:01:00,2014-07-07 23:59:00,59
"1034","1108725",2014-07-14 00:01:00,2014-07-14 23:59:00,59
"1035","1108726",2014-07-15 00:01:00,2014-07-15 23:59:00,59
"1036","1108727",2014-07-16 00:01:00,2014-07-16 23:59:00,59
"1037","1108728",2014-07-17 00:01:00,2014-07-17 23:59:00,59
"1038","1108729",2014-09-13 00:01:00,2014-09-14 23:59:00,60
"1039","1108730",2014-08-13 00:01:00,2014-08-13 23:59:00,45
"1040","1108731",2014-08-08 00:01:00,2014-08-08 23:59:00,45
"1041","1108732",2014-08-07 00:01:00,2014-08-07 23:59:00,45
"1042","1108733",2014-08-06 00:01:00,2014-08-06 23:59:00,45
"1043","1108734",2014-09-11 00:01:00,2014-09-11 23:59:00,45
"1044","1108735",2014-09-12 00:01:00,2014-09-12 23:59:00,45
"1045","1108736",2014-09-17 00:01:00,2014-09-17 23:59:00,45
"1046","1108737",2014-09-18 00:01:00,2014-09-18 23:59:00,45
"1047","1108738",2014-09-25 00:01:00,2014-09-25 23:59:00,45
"1048","1108739",2014-09-19 00:01:00,2014-09-19 23:59:00,45
"1049","1108740",2014-09-26 00:01:00,2014-09-26 23:59:00,45
"1050","1108741",2014-08-07 00:01:00,2014-08-07 23:59:00,50
"1051","1108742",2014-08-08 00:01:00,2014-08-08 23:59:00,50
"1052","1108743",2014-08-14 00:01:00,2014-08-14 23:59:00,50
"1053","1108744",2014-08-05 00:01:00,2014-08-05 23:59:00,50
"1054","1108745",2014-08-01 00:01:00,2014-08-01 23:59:00,50
"1055","1108746",2014-08-27 00:01:00,2014-08-27 23:59:00,50
"1056","1108747",2014-08-28 00:01:00,2014-08-28 23:59:00,50
"1057","1108748",2014-06-08 00:01:00,2014-06-08 23:59:00,50
"1058","1108749",2014-07-30 00:01:00,2014-07-30 23:59:00,50
"1059","1108750",2014-07-31 00:01:00,2014-07-31 23:59:00,50
"1060","1108751",2014-04-08 00:01:00,2014-04-08 23:59:00,46
"1061","1108752",2014-04-09 00:01:00,2014-04-09 23:59:00,46
"1062","1108753",2014-04-10 00:01:00,2014-04-10 23:59:00,46
"1063","1108754",2014-04-12 00:01:00,2014-04-12 23:59:00,46
"1064","1108755",2014-09-18 00:01:00,2014-09-21 23:59:00,56
"1065","1108756",2014-09-10 00:01:00,2014-09-13 23:59:00,56
"1066","1108757",2014-09-18 00:01:00,2014-09-21 23:59:00,61
"1067","1108758",2014-03-23 00:01:00,2014-03-26 23:59:00,62
"1068","1108759",2014-05-15 00:01:00,2014-05-15 23:59:00,46
"1069","1108760",2014-05-16 00:01:00,2014-05-16 23:59:00,46
"1070","1108761",2014-11-11 00:01:00,2014-11-13 23:59:00,63
"1071","1108762",2014-10-10 00:01:00,2014-10-10 23:59:00,54
"1072","1108763",2014-10-11 00:01:00,2014-10-11 23:59:00,54
"1073","1108764",2014-10-12 00:01:00,2014-10-12 23:59:00,54
"1074","1108765",2014-10-13 00:01:00,2014-10-13 23:59:00,54
"1075","1108766",2014-10-14 00:01:00,2014-10-14 23:59:00,54
"1076","1105558",2014-09-21 00:01:00,2014-09-22 23:59:00,53
"1077","1105559",2014-09-22 00:01:00,2014-09-23 23:59:00,53
"1078","1105560",2014-09-24 00:01:00,2014-09-25 23:59:00,53
"1079","1105561",2014-06-17 00:01:00,2014-06-18 23:59:00,64
"1080","1105562",2014-06-19 00:01:00,2014-06-21 23:59:00,64
"1081","1105563",2014-06-22 00:01:00,2014-06-22 23:59:00,64
"1082","1105564",2014-06-23 00:01:00,2014-06-26 23:59:00,64
"1083","1105565",2014-06-27 00:01:00,2014-06-28 23:59:00,64
"1084","1105566",2014-06-29 00:01:00,2014-06-30 23:59:00,64
"1085","1105567",2014-07-01 00:01:00,2014-07-01 23:59:00,64
"1086","1105568",2014-07-02 00:01:00,2014-07-03 23:59:00,64
"1087","1105569",2014-07-10 00:01:00,2014-07-11 23:59:00,64
"1088","1105570",2014-07-12 00:01:00,2014-07-14 23:59:00,64
"1089","1105571",2014-07-14 00:01:00,2014-07-16 23:59:00,64
"1090","1105572",2014-07-18 00:01:00,2014-07-21 23:59:00,64
"1091","1105573",2014-07-23 00:01:00,2014-07-23 23:59:00,64
"1092","1105574",2014-07-26 00:01:00,2014-07-26 23:59:00,64
"1093","1105575",2014-07-28 00:01:00,2014-07-28 23:59:00,64
"1094","1105576",2014-07-31 00:01:00,2014-07-31 23:59:00,64
"1095","1105577",2014-08-02 00:01:00,2014-08-03 23:59:00,64
"1096","1105578",2014-08-03 00:01:00,2014-08-04 23:59:00,64
"1097","1105579",2014-08-06 00:01:00,2014-08-06 23:59:00,64
"1098","1105580",2014-08-09 00:01:00,2014-08-10 23:59:00,64
"1099","1105581",2014-08-11 00:01:00,2014-08-12 23:59:00,64
"1100","1105582",2014-08-14 00:01:00,2014-08-14 23:59:00,64
"1101","1105583",2014-08-16 00:01:00,2014-08-16 23:59:00,64
"1102","1105584",2014-08-18 00:01:00,2014-08-18 23:59:00,64
"1103","1105585",2014-08-26 00:01:00,2014-08-26 23:59:00,64
"1104","1105586",2014-08-28 00:01:00,2014-08-28 23:59:00,64
"1105","1105587",2014-08-30 00:01:00,2014-08-30 23:59:00,64
"1106","1105588",2014-09-03 00:01:00,2014-09-03 23:59:00,64
"1107","1105589",2014-09-05 00:01:00,2014-09-05 23:59:00,64
"1108","1105590",2014-09-07 00:01:00,2014-09-07 23:59:00,64
"1109","1105591",2014-09-09 00:01:00,2014-09-09 23:59:00,64
"1110","1105592",2014-09-12 00:01:00,2014-09-12 23:59:00,64
"1111","1105593",2014-09-14 00:01:00,2014-09-14 23:59:00,64
"1112","1105594",2014-09-17 00:01:00,2014-09-17 23:59:00,64
"1113","1105595",2014-09-19 00:01:00,2014-09-19 23:59:00,64
"1114","1105596",2014-09-21 00:01:00,2014-09-21 23:59:00,64
"1115","1105597",2014-09-25 00:01:00,2014-09-26 23:59:00,64
"1116","1105598",2014-09-28 00:01:00,2014-09-28 23:59:00,64
"1117","1105599",2014-09-29 00:01:00,2014-09-29 23:59:00,64
"1118","1105600",2014-09-30 00:01:00,2014-09-30 23:59:00,64
"1119","1105601",2014-10-01 00:01:00,2014-10-01 23:59:00,64
"1120","1105602",2014-10-03 00:01:00,2014-10-03 23:59:00,64
"1121","1105603",2014-10-07 00:01:00,2014-10-07 23:59:00,64
"1122","1105604",2014-10-09 00:01:00,2014-10-10 23:59:00,64
"1123","1105605",2014-10-10 00:01:00,2014-10-12 23:59:00,64
"1124","1105606",2014-10-14 00:01:00,2014-10-15 23:59:00,64
"1125","1105607",2014-01-04 00:01:00,2014-01-07 23:59:00,8
"1126","1105608",2014-01-13 00:01:00,2014-01-17 23:59:00,8
"1127","1105609",2014-01-19 00:01:00,2014-01-22 23:59:00,8
"1128","1105610",2014-01-27 00:01:00,2014-01-30 23:59:00,8
"1129","1105611",2014-02-04 00:01:00,2014-02-08 23:59:00,8
"1130","1105612",2014-02-23 00:01:00,2014-02-27 23:59:00,8
"1131","1105613",2014-03-07 00:01:00,2014-03-12 23:59:00,8
"1132","1105614",2014-03-13 00:01:00,2014-03-17 23:59:00,8
"1133","1105615",2014-03-23 00:01:00,2014-03-28 23:59:00,8
"1134","1105616",2014-04-01 00:01:00,2014-04-05 23:59:00,8
"1135","1105617",2014-04-08 00:01:00,2014-04-12 23:59:00,8
"1136","1105618",2014-04-15 00:01:00,2014-04-19 23:59:00,8
"1137","1105619",2014-04-29 00:01:00,2014-05-03 23:59:00,8
"1138","1105620",2014-05-07 00:01:00,2014-05-12 23:59:00,8
"1139","1105621",2014-05-15 00:01:00,2014-05-20 23:59:00,8
"1140","1105622",2014-05-26 00:01:00,2014-05-30 23:59:00,8
"1141","1105623",2014-06-20 00:01:00,2014-06-26 23:59:00,8
"1142","1105624",2014-07-01 00:01:00,2014-07-06 23:59:00,8
"1143","1105625",2014-07-09 00:01:00,2014-07-13 23:59:00,8
"1144","1108767",2014-10-16 00:01:00,2014-10-16 23:59:00,54
"1145","1108768",2014-10-03 00:01:00,2014-10-04 23:59:00,65
"1146","1108769",2014-10-27 00:01:00,2014-10-30 23:59:00,66
"1147","1108770",2014-01-10 00:01:00,2014-01-10 23:59:00,40
"1148","1108771",2014-01-16 00:01:00,2014-01-16 23:59:00,40
"1149","1108772",2014-01-17 00:01:00,2014-01-18 23:59:00,40
"1150","1108773",2014-03-20 00:01:00,2014-03-20 23:59:00,40
